Time,Altitude
8:00:00,0
8:00:15,76.25
8:00:30,152.5
8:00:45,228.75
8:01:00,305
8:01:15,381.25
8:01:30,457.5
8:01:45,533.75
8:02:00,610
8:02:15,686.25
8:02:30,762.5
8:02:45,838.75
8:03:00,915
8:03:15,991.25
8:03:30,1067.5
8:03:45,1143.75
8:04:00,1220
8:04:15,1296.25
8:04:30,1372.5
8:04:45,1448.75
8:05:00,1525
8:05:15,1601.25
8:05:30,1677.5
8:05:45,1753.75
8:06:00,1830
8:06:15,1906.25
8:06:30,1982.5
8:06:45,2058.75
8:07:00,2135
8:07:15,2211.25
8:07:30,2287.5
8:07:45,2363.75
8:08:00,2440
8:08:15,2516.25
8:08:30,2592.5
8:08:45,2668.75
8:09:00,2745
8:09:15,2821.25
8:09:30,2897.5
8:09:45,2973.75
8:10:00,3050
8:10:15,3126.25
8:10:30,3202.5
8:10:45,3278.75
8:11:00,3355
8:11:15,3431.25
8:11:30,3507.5
8:11:45,3583.75
8:12:00,3660
8:12:15,3736.25
8:12:30,3812.5
8:12:45,3888.75
8:13:00,3965
8:13:15,4041.25
8:13:30,4117.5
8:13:45,4193.75
8:14:00,4270
8:14:15,4346.25
8:14:30,4422.5
8:14:45,4498.75
8:15:00,4575
8:15:15,4651.25
8:15:30,4727.5
8:15:45,4803.75
8:16:00,4880
8:16:15,4956.25
8:16:30,5032.5
8:16:45,5108.75
8:17:00,5185
8:17:15,5261.25
8:17:30,5337.5
8:17:45,5413.75
8:18:00,5490
8:18:15,5566.25
8:18:30,5642.5
8:18:45,5718.75
8:19:00,5795
8:19:15,5871.25
8:19:30,5947.5
8:19:45,6023.75
8:20:00,6100
8:20:15,6176.25
8:20:30,6252.5
8:20:45,6328.75
8:21:00,6405
8:21:15,6481.25
8:21:30,6557.5
8:21:45,6633.75
8:22:00,6710
8:22:15,6786.25
8:22:30,6862.5
8:22:45,6938.75
8:23:00,7015
8:23:15,7091.25
8:23:30,7167.5
8:23:45,7243.75
8:24:00,7320
8:24:15,7396.25
8:24:30,7472.5
8:24:45,7548.75
8:25:00,7625
8:25:15,7701.25
8:25:30,7777.5
8:25:45,7853.75
8:26:00,7930
8:26:15,8006.25
8:26:30,8082.5
8:26:45,8158.75
8:27:00,8235
8:27:15,8311.25
8:27:30,8387.5
8:27:45,8463.75
8:28:00,8540
8:28:15,8616.25
8:28:30,8692.5
8:28:45,8768.75
8:29:00,8845
8:29:15,8921.25
8:29:30,8997.5
8:29:45,9073.75
8:30:00,9150
8:30:15,9226.25
8:30:30,9302.5
8:30:45,9378.75
8:31:00,9455
8:31:15,9531.25
